Latitude,Longitude,Implication,Structure,Description,Catégorie,Département,Adresse,Ville,CP,Full Address,Implication 2019-2020,Implication 2017-2018,Site Web,Type de lieu,,Organisation structurelle
44.617337,4.3840084,1,Maison de l'Image /Grand Ecran/ Les Rencontres des Cinémas d’Europe / Toiles de Doc,"Centre d’animation et de ressources cinéma, photo et multimédia. Rencontres des Cinémas d’Europe. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.","Equipements culturels, Education & Educ pop",Ardèche,9 Bd de Provence,Aubenas,07200,9 Bd de Provence Aubenas 07200 ,Construction Biennale,2018,http://www.maisonimage.eu/,,,Association
45.75793160000001,4.825008899999999,1,Maison des passages,"Espace de programmation culturelle. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.","Equipements culturels, Patrimoine & mémoire",Rhône,44 rue Saint Georges,Lyon,69005,44 rue Saint Georges Lyon 69005 ,2020,,https://maisondespassages.org/,,,Association
44.9285868,4.925663,1,Maison des Solidarités Nelson Mandela,"Lieu d'information, de formation et de rencontre autour des thématiques de la paix, de l'engagement, et du racisme.  Partenariats avec le réseau Traces.","Solidarités, Education & Educ pop",Drôme,25 rue Charles Gounod,Valence,26000,25 rue Charles Gounod Valence 26000 ,Construction Biennale,2018,https://www.mds-mandela.org/,Education Populaire,,Association
45.7746413,3.0840718,1,Médiathèque de Jaude,"Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels,Auvergne,9 place Louis Aragon,Clermont-Ferrand,63000,9 place Louis Aragon Clermont-Ferrand 63000 ,Construction Biennale,,https://www.bibliotheques-clermontmetropole.eu/page/mediatheque-de-jaude-clermont-ferrand-centre,,,Bblio
45.1530815,5.3190691,1,Médiathèque Intercommunale de Saint-Marcellin,S'engage dans le réseau Traces en accueillant des conférences lors des biennales.,Equipements culturels,Isère,1 Boulevard du Champ de Mars,Saint-Marcellin,38160,1 Boulevard du Champ de Mars Saint-Marcellin 38160 ,2020,2018,https://www.saint-marcellin.fr/services/culture/mediatheque,Bibliothèque/médiathèque,,Lieu
45.779006,3.085384,1,Métropole de Clermont-Ferrand - Direction de la Culture / Musées,Contribue à la construction et à la réalisation des biennales Traces.,"Patrimoine & mémoire, Equipements culturels",Auvergne,Place de la Bourse,Clermont-Ferrand,63000,Place de la Bourse Clermont-Ferrand 63000 ,Construction Biennale,,,Culture,,Collectivité
46.20893179999999,5.2317978,1,MJC Bourg en Bresse,"Maison des Jeunes et de la Culture. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.","Equipements culturels, Education & Educ pop",Ain,4 allée des Brotteaux,Bourg-en-Bresse,01000,4 allée des Brotteaux Bourg-en-Bresse 01000 ,2020,2018,https://www.mjc-bourg.fr/,Centre Social/ MJC / Régie,,Lieu
45.7451126,4.8478314,1,MJC Jean Macé ,"Maison des Jeunes et de la Culture. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels,Rhône,38 rue Camille ROY,Lyon,69007,38 rue Camille ROY Lyon 69007 ,2020,2018,http://www.mjcjeanmace.com/?fbclid=IwAR1eSY2infM7gJZIk_KD8Pzp9a8ACL4xdsfgRjB-qgtAhFRCuIHG9kmZLhk,Centre Social/ MJC / Régie,,Lieu
45.761685,4.8859622,1,MJC Villeurbanne,"Maison des Jeunes et de la Culture. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels,Rhône,46 cours du docteur Jean Damidot,Villeurbanne,69100,46 Cours Jean Damidot Villeurbanne 69100 ,2020,2018,https://www.mjc-villeurbanne.org/,Centre Social/ MJC / Régie,,Lieu
45.1874236,5.7109483,1,Modus Operandi (ModOp),"Association gérant des espaces de paroles dédiées aux personnes opprimées. Thématiques de la migration, des personnes à la recherche d'un refuge en France. Partenariats réguliers avec Traces.","Médias, Recherche, Solidarités",Isère,46 rue d'Alembert,Grenoble,38000,46 rue d'Alembert Grenoble 38000 ,2020,2018,http://traces-migrations.org/2020/02/14/modus-operandi/,,,Association
45.1931456,5.7283982,1,Musée Dauphinois,"Musée d'histoire alpine. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Patrimoine & mémoire,Isère,Place Saint-André,Grenoble,38000,Place Saint-André Grenoble 38000 ,Construction Biennale,"2018, 2016, 2007",http://www.musee-dauphinois.fr/,Musée,,Institution
46.152401,5.6082736,1,Musée de la Résistance de Nantua,"Musée autour de la Seconde Guerre Mondiale. Entrée en guerre, vie quotidienne sous l’Occupation, régime de Vichy, Résistance et maquis, aide Alliés et déportation. En 2020 le Musée accueille l'exposition ""Nous et les Autres des préjugés au racisme"".",Patrimoine & mémoire,,3 montée de l'Abbaye,Nantua,01130,3 montée de l'Abbaye Nantua 01130 ,,2005,https://www.nantua.fr/culture/musee-de-la-resistance/,,,
45.7640568,4.827593999999999,1,Musées Gadagne,Le Musée d'histoire de Lyon accueille spectacles et conférences lors des biennales Traces. La thématique de l'histoire des migrations est abordée dans son exposition permanente.,Patrimoine & mémoire,Rhône,1 place du petit Collège,Lyon,69005,1 place du petit Collège Lyon 69005 ,2020,"2018, 2007",http://www.gadagne.musees.lyon.fr/,Musée,,Institution
45.7566561,4.843433399999999,1,Olivier des Sages,"Association de cohésion sociale pour un public retraité ou proche de la retraite, notamment issus de l'immigration (chibanis). Organise des événements et contribue au réseau Traces.",Solidarités,Rhône,8 Rue de l'Epée,Lyon,69003,8 Rue de l'Epée Lyon 69003 ,2020,,http://www.olivierdessages.com/,,,Association
45.7685232,4.8311494,1,ONACVG,"Office national des anciens combattants et victimes de guerre. Assistance notamment aux rapatriés, aux harkis et à leurs familles. Participe à la biennale Traces 2020.","Recherche, Patrimoine & mémoire",Rhône,3 rue Louis Vitet,Lyon,69281,3 rue Louis Vitet Lyon 69281 ,2020,"2007, 2000",www.onac-vg.fr,,,Recherche
45.7469504,4.8275673,1,Periscope,"Salle de spectacle alternative, entre laboratoire de musique et cabinet de curiosités sonores. Partenariat avec le réseau Traces sur les thématiques de la musique et la contestation dans les quartiers populaires.",,Rhône,13 rue Delandine,Lyon,69002,13 rue Delandine Lyon 69002 ,2020,,http://periscope-lyon.com/,,,
48.8614938,2.3690916,1,PEROU,Pôle d'Exploration des RessOurces Urbaines. Laboratoire de recherche-action sur la ville hostile. Actions sociale et architecturale. Partenariats réguliers avec le réseau Traces.,Patrimoine & mémoire,FALSE,20 passage Saint-Sébastien,Paris,75011,20 passage Saint-Sébastien Paris 75011 ,2020,,http://www.perou-paris.org/,,,
45.4277583,4.4085729,1,Radio Dio,"« Libre, sauvage, et impertinente ». Radio associative alternative diffusant sur Saint-Étienne et sa proche banlieue. Diffusions en lien avec les thématiques des migrants, partenariats avec Traces.",Médias,Loire,20 Rue Henri Dunant,Saint-Étienne,42100,20 Rue Henri Dunant Saint-Étienne 42100 ,2020,2018,http://radiodio.axperia.net/,Radio,,Association
45.377237,4.282020999999999,1,Radio Ondaine,"Une radio musicale, citoyenne et associative, engagée dans le réseau Traces. ",Médias,Loire,1 rue le Corbusier,Firminy,42700,1 rue le Corbusier Firminy 42700 ,2020,2018,https://www.radio-ondaine.fr/,Radio,,Association
45.1661618,5.7327372,1,Régie de Quartier Village Olympique-Villeneuve,"En plus de son action de maintien du lien social à l'échelle locale, la Régie de Quartier Villeneuve accueille des événements de la biennale Traces.",Education & Educ pop,Isère,17 galerie de l'Arlequin,Grenoble,38100,17 galerie de l'Arlequin Grenoble 38100 ,2020,2018,http://www.regiegrenoble.org/,,,Centre Social/MJC/Regie
45.7817485,3.0855436,1,RESF 63,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",Solidarités,Auvergne,21 Rue Jean Richepin,Clermont-Ferrand,63000,21 Rue Jean Richepin Clermont-Ferrand 63000 ,2020,2018,https://www.educationsansfrontieres.org/?page=contacts&id_rubrique=161,Education/ Plaidoyer,,Reseau
45.192251,5.766704799999999,1,RUSF / Réseau Universités Sans Frontières,Réseau de collectifs bénévoles et militants qui accompagnent des personnes étrangères souhaitant poursuivre des études universitaires. Contribue au réseau Traces.,"Solidarités, Education & Educ pop",Isère,51 Rue des Mathématiques,Saint-Martin-d'Hères,38400,51 Rue des Mathématiques Saint-Martin-d'Hères 38400 ,Construction Biennale,,https://rusf.org/?debut_dessinaffiche=1,,,Réseau
45.5844578,4.7736423,1,Stimultania - Pôle de photographie,"Lieu d'exposition de photographie libre et indépendante, à destination des publics éloignés de l’offre culturelle, à l'instar des demandeurs d’asile. Partenariats au sein du réseau Traces, participe à la biennale 2020.","Equipements culturels, Artistes",Rhône,1 rue Joseph Longarini,Givors,69700,1 rue Joseph Longarini Givors 69700 ,2020,,https://www.stimultania.org/,Photographie,,
45.17581269999999,5.2161249,1,Textes en l'air,"Diffusion, création et sensibilisation aux arts de la scène et aux textes d'auteurs contemporains. Festival artistique. Contribue au réseau Traces, résidences en lien avec la migration.",,Isère,Grande Cour,Saint Antoine l’Abbaye,38160,Grande Cour Saint Antoine l’Abbaye 38160 ,2020,,http://www.textesenlair.net/,,,
44.755343,5.367751999999999,1,Théâtre de Die,"Scène conventionnée ""Art en territoire"". Organise le festival de théâtre et d'arts documentaires F(r)iction du Réel, qui fait partie de la biennale Traces 2020.",,Drôme,Rue Kateb Yacine,Die,26150,Rue Kateb Yacine Die 26150 ,2020,,http://theatre-de-die.com/,,,
45.7550994,4.842148799999999,1,Théâtre de l'Elysée,"Lieu d’expérimentation théâtrale, de liberté et de contact direct entre les comédiens et le public. Accueil des rencontres Images Migrantes, en partenariat avec le réseau Traces.",Equipements culturels,Rhône,14 Rue Basse combalot,Lyon,69007,14 Rue Basse combalot Lyon 69007 ,Construction Biennale,2018,https://lelysee.com/,Theatre,,Lieu
45.7500721,4.8516067,1,Tillandsia,"Produire des traces de phénomènes sociaux trop souvent ignorés grâce à la réalisation de documentaires cinématographiques et à des travaux de recherche. Construction des rencontres Images Migrantes, réalisation d'un film avec des étudiants étrangers et des mineurs résidant en squat.",Artistes,Rhône,169 grande rue de la Guillotière,Lyon,69007,169 grande rue de la Guillotière Lyon 69007 ,2020,2018,https://tillandsia-video.com/,Cinéma,,Association
45.76561179999999,4.879707199999999,1,TNP,"Théâtre National Populaire. Comprend deux théâtres, des ateliers de construction et une brasserie. Participe à la biennale Traces 2020.",,Rhône,8 Place du Dr Lazare Goujon,Villeurbanne,69100,8 Place du Dr Lazare Goujon Villeurbanne 69100 ,2020,,https://www.tnp-villeurbanne.com/,,,
45.7465784,4.8266227,1,Université Catholique de Lyon/ Institut des Sciences et de la Famille,"A accueilli en 2018 une table ronde sur les thématiques de la religion et de la migration, en partenariat avec la biennale Traces 2018.",Recherche,Rhône,10 Place des Archives,Lyon,69002,10 Place des Archives Lyon 69002 ,2020,2018,https://www.ucly.fr,Université,,Institution
45.77059,3.08794,1,Université Clermont Auvergne,"UCA. Projet européen (coLAB), cycle pour réfugiées, demandeurs d’asile, FLE, activités théâtre avec étudiants, demandeurs d’asile exonérés, financements pour réfugiés. Contribue au réseau Traces.",Recherche,Auvergne,49 bd François Mitterrand,Clermont-Ferrand,63001,49 bd François Mitterrand Clermont-Ferrand 63001 ,2020,2018,https://www.uca.fr/,Dpt information & communication  UFR Langues  Cultures et communication,,Institution
45.775232,4.818003099999999,1,Villa Gillet,"Centre international pluridisciplinaire donnant la parole aux écrivains, aux penseurs, aux artistes contemporains et au public. Littérature, sciences humaines, politiques et sociales, philosophie, arts visuels, arts du spectacle. Contribue à la construction des biennales Traces.",Equipements culturels,Rhône,25 Rue Chazière,Lyon,69004,25 Rue Chazière Lyon 69004 ,2020,,https://www.villagillet.net/,,,
45.7798396,3.0865628,1,Ville de Clermont-Ferrand,"Contrat Territorial d’Accueil et d’Intégration des Réfugiés, future membre du réseau ANVITA, Clermont-Ferrrand s'engage sur la question migrante.",Collectivités Territoriales,Auvergne,10 Rue Philippe Marcombes,Clermont-Ferrand,63000,10 Rue Philippe Marcombes Clermont-Ferrand 63000 ,,2018,https://clermont-ferrand.fr/,,,Collectivité Territoriale
45.186518,5.7361629,1,Ville de Grenoble,La ville de Grenoble s'engage sur la question migratoire et au sein du réseau Traces.,Collectivités Territoriales,Isère,11 Boulevard Jean Pain,Grenoble,38021,11 Boulevard Jean Pain Grenoble 38021 ,,,https://www.grenoble.fr/,,,
44.5504296,4.6832481,1,Ville de Le Teil,Participe à la biennale Traces 2020.,Collectivités Territoriales,Ardèche,2 rue de l'hôtel de ville,Le Teil,07400,2 rue de l'hôtel de ville Le Teil 07400 ,2020,2018,https://www.mairie-le-teil.fr/,Mairie,,Collectivité Territoriale
45.8182954,4.8992755,1,Ville de Rillieux-la-Pape,La ville de Rillieux-la-Pape s'engage sur la question migratoire et au sein du réseau Traces. Participe à la biennale Traces 2020.,Collectivités Territoriales,Rhône,165 rue Ampère,Rillieux-la-Pape,69140,165 rue Ampère Rillieux-la-Pape 69140 ,2020,,https://www.rillieuxlapape.fr/,,,Collectivité Territoriale
45.7721446,4.8900138,1,Ville de Villeurbanne,"Ville adhérant au Réseau Anvita (Association Nationale des Villes et Territoires Accueillants), et participant à la biennale Traces 2020.",Collectivités Territoriales,Rhône,"38 Rue Montgolfier,",Villeurbanne,69100,"38 Rue Montgolfier, Villeurbanne 69100 ",2020,2018,https://accueillir-villeurbanne.fr/,,,Collectivité Territoriale
45.7588909,4.9257293,1,Vive La TASE !,"Ancienne usine où sont organisées visites guidées, spectacles, expositions, concerts et performances. Participe à la biennale Traces 2020.","Patrimoine & mémoire, Education & Educ pop",Rhône,13 avenue bataillon Carmagnole Liberté,Vaulx-en-Velin,69120,13 avenue bataillon Carmagnole Liberté Vaulx-en-Velin 69120 ,2020,2018,vivelatase.blogspot.fr,Culture/Transmission/Patrimoine,,Association
45.60745,4.063338,2,Abri'Toit 42,"Apporter aide et soutien aux personnes, de toute nationalité, déplacées par force ou nécessité de leur logement ou hébergement et se trouvant dans une situation d’extrême vulnérabilité, rechercher des solutions d’hébergement temporaire.",Solidarités,Loire,N/a,Montbrison,42600,N/a Montbrison 42600 ,,2018,N/a,,,Association
48.8384468,2.3699488,2,ADOMA,"Présente sur l'ensemble du territoire national, loge ou héberge plus de 88 000 personnes en difficulté : jeunes en insertion, travailleurs précaires, bénéficiaires de minima sociaux, travailleurs migrants, familles monoparentales... Partenariats réguliers avec Traces.",Solidarités,FALSE,33 Avenue Pierre Mendès-France,Paris,75013,33 Avenue Pierre Mendès-France Paris 75013 ,,2018,https://www.adoma.cdc-habitat.fr/,,,
45.4564595,4.3831184,2,Agasef – dans le cadre de l’action « Comprendre pour mieux agir »,"Association de Gestion de l'Action Sociale des Ensembles Familiaux. Responsabilisation des individus et des groupes, afin d'améliorer l'insertion sociale et résoudre les problèmes sociaux. Participe à la biennale Traces 2020.",,Loire,15 rue Léon Blum,Saint-Etienne,42000,15 rue Léon Blum Saint-Etienne 42000 ,2020,,https://www.agasef.fr,,,
46.2046876,5.2240344,2,Ain'Pacte,L'association Ain'Pacte oeuvre pour l'harmonie des diverses composantes de la population Burgienne et valorise leurs cultures. A participé à la biennale Traces 2016.,,Ain,10 Rue d'Espagne,Bourg-en-Bresse,01000,10 Rue d'Espagne Bourg-en-Bresse 01000 ,,"2018, 2016",https://www.facebook.com/ainpacte/,,,Association
45.0181037,5.2905525,2,AIR - Accueil Interculturel Royans,"Cette association a pour buts l'accueil et le soutien aux personnes étrangères, l'aide à la scolarité et à la formation, l'aide à l’insertion, l'aide dans l’accès aux droits, la solidarité et les échanges et rencontres interculturels. Participe à la construction des biennales Traces.",Solidarités,Drôme,7 rue Pasteur,Saint-Jean-en-Royans,26190,7 rue Pasteur Saint-Jean-en-Royans 26190 ,Construction Biennale,,https://sursaut-citoyen.org/Association-AIR-Accueil-Interculturel-en-Royans,,,
45.1901544,5.730705899999999,2,Anagramme,"Lieu de créations, propose de partager la richesse de l’art littéraire au travers d'événements culturels, spectacles, ateliers et formations. A participé à la biennale 2018 avec « EXIL », une lecture silencieuse de textes littéraires contemporains et de chansons.","Equipements culturels, Artistes",Isère,6 rue Raoul Blanchard,Grenoble,38000,6 rue Raoul Blanchard Grenoble 38000 ,,2018,https://www.facebook.com/anagramme.grenoble,Culturel,,Lieu
45.0505972,5.0505897,2,Ancrages - Centre de ressources et de formation,"Accueil des migrants primo-arrivants, ressources culturelles et patrimoniales. Ancrages milite « pour inscrire l’histoire des migrations dans le patrimoine national » et organise des formations en ce sens dans la région AURA.","Solidarités, Patrimoine & mémoire",,9 rue Camille DESMOULINs,Romans,26100,9 rue Camille DESMOULINs Romans 26100 ,,2018,https://ancrages.org/,,,Association
45.4218774,4.4095705,2,Archives Départementales Saint Etienne,"Fonds d'archives locaux, participant à des événements au sein du réseau Traces.",Patrimoine & mémoire,Loire,164 Cours Fauriel,Saint-Étienne,42100,164 Cours Fauriel Saint-Étienne 42100 ,,2007,https://archives.saint-etienne.fr/,,,Institution
44.612075,4.472087999999999,2,Ardèche Images,"Engagée dans le développement du cinéma documentaire de création, Ardèche Images collabore avec Traces sur le collectif Images Migrantes, dans le cadre de leur dispositif Les Toiles du Doc.","Equipements culturels, Education & Educ pop",Ardèche,16 route de l'Échelette,Lussas,07170,16 route de l'Échelette Lussas 07170 ,,2018,http://www.lussasdoc.org/,Cinéma /Formations,,Association
45.8990319,6.6598687,2,Arve-Réfugiés,"Association d'aide à l'accueil des Réfugiés Vallée d'Arve, Arve réfugiés participe aux biennales Traces.",Solidarités,Haute-Savoie,934 Route du Cruet,Combloux,74920,934 Route du Cruet Combloux 74920 ,,2018,https://arverefugies.wordpress.com/,,,Association
45.4744661,4.5117688,2,ASML/Syria,ONG franco-syrienne qui soutient des médias indépendants en Syrie et développe des solutions médias aux répercussions humanitaires et sociales du conflit. Participe à la biennale Traces 2020.,Médias,Loire,2 avenue de la Libération,Saint-Chamond,42400,2 avenue de la Libération Saint-Chamond 42400 ,2020,,https://asmlsyria.com/fr/,,,
45.1925137,5.7275537,2,Association culture et développement,Réflexion internationale sur le développement culturel et l’économie de la culture. Soutien des pratiques culturelles et renforcement des entreprises culturelles et artistiques dans les pays du Sud.,,Isère,3 passage du palais de Justice,Grenoble,38000,3 passage du palais de Justice Grenoble 38000 ,,,https://www.culture-developpement.asso.fr/,,,
45.16119519999999,5.7360954,2,Association des Sénégalais de l’Isère,"Rassembler tous les Sénégalais dans le but de vulgariser notre culture ,travailler sur des projets communs ,dans l'unité , dans l'entente et la solidarité. Participe à la biennale Traces 2020.",Solidarités,Isère,9 Allée des Frênes,Grenoble,38100,9 Allée des Frênes Grenoble 38100 ,2020,,https://www.facebook.com/iSenegalaisisere/,,,
45.1635624,5.763002699999999,2,Association Franco-Hellènique de Grenoble,"Faire connaître aux habitants de l'agglomération Grenobloise la Grèce et les Grecs, l'histoire, la civilisation, les arts, la géographie du pays. Conférences, soirées littéraires, projections de films. Aide aux étudiants préparants des mémoires, des thèses.",,Isère,4 rue Charles Ferré,Saint Martin d'Hères,38400,4 rue Charles Ferré Saint Martin d'Hères 38400 ,,,https://www.grenoble.fr/association/129002/85-association-franco-hellenique.htm,,,Association
45.43908690000001,4.387918,2,Association Le Grain ,"Anciennement Grain Magique, association militante de longue date pour les droits des personnes migrantes et de leur descendance. Lutte contre le racisme, parole aux concerné·e·s, actions de terrain.",,Loire,Place Hôtel de ville,Saint Etienne,42000,Place Hôtel de ville Saint Etienne 42000 ,2020,"2007, 2003",https://www.persee.fr/doc/homig_1142-852x_1993_num_1164_1_5302,,,
45.6680413,6.3774505,2,Association Solidarité Territoire d'Albertville (ASTA),Association gérant la Coordination Tarentaise pour le Droit d'Asile et le Collectif Hébergement Albertville. Contribue au réseau Traces.,Solidarités,Savoie,21 rue Lamarque,Albertville,73200,21 rue Lamarque Albertville 73200 ,Construction Biennale,,https://www.facebook.com/AstaSolidariteAlbertville/,,,
45.1590111,5.7305729,2,Bibliothèque Kateb Yacine,"Bibliothèque accueillant des événements du réseau Traces. Conférences, projections, concerts.",Equipements culturels,Isère,202 Grand Place,Grenoble,38100,202 Grand Place Grenoble 38100 ,,,https://www.bm-grenoble.fr/654-kateb-yacine.htm,Bibliothèque / Médiathèque,,Lieu
45.7579022,4.8732969,2,Caravane des dix mots,Théâtre - ONG membre d’un réseau international de projets artistiques autour de la langue française et du plurilinguisme. A organisé un atelier à la biennale 2018.,"Artistes, Education & Educ pop",Rhône,17 rue Saint-Eusèbe,Lyon,69003,17 rue Saint-Eusèbe Lyon 69003 ,,2018,https://www.caravanedesdixmots.com/,,,Association
45.7499519,4.8577064,2,Carrefour des Cultures Africaines (C.C.A),"Gère un espace de rencontre, d'exposition et de documentation dans le but de promouvoir les cultures et les mémoires des peuples africains à travers les arts. Participe à la biennale Traces 2020.",,Rhône,150 Cours Gambetta,Lyon ,69007,150 Cours Gambetta Lyon  69007 ,2020,,https://carrefourculturesafricaines.org/,,,
45.5680725,5.9204004,2,CartOng,ONG specialisée en gestion de l'information géographique. Appui aux acteurs de la solidarité internationale. Projet « Cartes d'ici et d'ailleurs » : favoriser l’inclusion sociale des personnes migrantes en France.,Solidarités,Savoie,23 boulevard du Musée,Chambéry,73000,23 boulevard du Musée Chambéry 73000 ,,,https://www.cartong.org/fr,,,
45.780423,4.820362900000001,2,CASNAV de l'académie de Lyon,Centre académique pour la scolarisation des enfants allophones nouvellement arrivés et des enfants issus de famille itinérantes et de voyageurs. A participé à la biennale Traces 2018.,"Collectivités Territoriales, Education & Educ pop",Rhône,47 Rue Philippe de Lassalle ,Lyon,69004,47 Rue Philippe de Lassalle  Lyon 69004 ,,2018,http://www.ac-lyon.fr/cid89975/casnav.html,,,
45.1916856,5.7351987,2,CASNAV Grenoble,Centre Académique pour la Scolarisation des enfants allophones Nouvellement Arrivés et des enfants issus de familles itinérantes et de voyageurs. Partenariats au sein du réseau Traces.,,Isère,1 Rue Joseph Chanrion,Grenoble,38032,1 Rue Joseph Chanrion Grenoble 38032 ,,,http://www.ac-grenoble.fr/casnav/,,,
46.2037009,5.24355,2,Centre Social Amédée Mercier ,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Amédée Mercier accueille des événements de la biennale Traces.",Equipements culturels,Ain,57 Avenue Amédée Mercier,Bourg-en-Bresse,01000,57 Avenue Amédée Mercier Bourg-en-Bresse 01000 ,,2018,https://amedeemercier.centres-sociaux.fr/,Centre Social/ MJC / Régie,,Lieu
45.4374122,4.4363722,2,Centre Social Arlequin,"Actions culturelles et sociales. Espace public numérique, relais emploi. Collaborations au sein du réseau Traces.",,Loire,21 rue de Dr Louis DESTRE,Saint-Etienne,42000,21 rue de Dr Louis DESTRE Saint-Etienne 42000 ,,,https://arlequin.centres-sociaux.fr/,,,
45.7742333,4.892032200000001,2,Centre Social Buers,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Buers accueille des événements de la biennale Traces.",Education & Educ pop,Rhône,17 Rue Pierre-Joseph Proudhon,Villeurbanne,69100,17 Rue Pierre-Joseph Proudhon Villeurbanne 69100 ,2019,,https://www.buerscroixluizet.fr/,,,Centre Social/MJC/Regie
45.3964097,4.325790599999999,2,Centre Social Cré-Actifs,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Cré-Actifs accueille des événements de la biennale Traces.",Education & Educ pop,Loire,3 rue Gambetta,Le chambon Feugerolles,42500,3 rue Gambetta Le chambon Feugerolles 42500 ,,2018,https://www.cre-actifs.fr/,,,Centre Social/MJC/Regie
45.7676332,4.9004998,2,Centre social Cusset,"Espace socioculturel. Promouvoir la dignité humaine, les solidarités, la démocratie. Participe à la biennale Traces 2020.",Equipements culturels,Rhône,"89, rue Pierre Voyant",Villeurbanne,69100,"89, rue Pierre Voyant Villeurbanne 69100 ",2020,,http://www.cscusset.fr/,,,
46.25657090000001,5.654747599999999,2,Centre Social Est,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Est accueille des événements de la biennale Traces.",Education & Educ pop,Ain,144 Rue Anatole France,Oyonnax,01100,144 Rue Anatole France Oyonnax 01100 ,,2018,https://centresocialest.jimdofree.com/,,,Centre Social/MJC/Regie
45.7783653,4.9193701,2,Centre Social Grand Vire,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Grand Vire accueille des événements de la biennale Traces.",Education & Educ pop,Rhône,23 Rue Jules Romains,Vaulx-en-Velin,69120,23 Rue Jules Romains Vaulx-en-Velin 69120 ,,2018,http://csgrandvire.fr/,,,Centre Social/MJC/Regie
45.43522970000001,4.381635699999999,2,Centre Social Le Babet,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Le Babet accueille des événements de la biennale Traces. Accueille des événements du réseau Traces.",Equipements culturels,Loire,10 rue Félix Pyat,Saint-Etienne,42000,10 rue Félix Pyat Saint-Etienne 42000 ,2020,,https://www.le-babet.fr/,Centre social,,Centre Social
45.78833299999999,4.91547,2,Centre Social Lévy,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Lévy accueille des événements de la biennale Traces.",Education & Educ pop,Rhône,Place André Bollier,Vaulx-en-Velin,69120,Place André Bollier Vaulx-en-Velin 69120 ,,2018,https://centresocialgeorgeslevy.blogspot.com/,,,Centre Social/MJC/Regie
46.2568974,5.6440244,2,Centre Social Ouest,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Ouest accueille des événements de la biennale Traces.",Equipements culturels,Ain,1 place du Maréchal Leclerc,Oyonnax,01100,1 place du Maréchal Leclerc Oyonnax 01100 ,,2016,https://centresocialouest.centres-sociaux.fr/,Centre social,,Lieu
45.818775,4.9049718,2,Centre Social Rillieux-la-Pape,"Inscrit son action sur le territoire de la ville, à l’écoute de ses habitants, dans un souci de favoriser une vie plus solidaire. Accueille des événements de la biennale Traces.",Equipements culturels,Rhône,85 avenue de l’Europe,Rillieux-la-Pape,69140,85 avenue de l’Europe Rillieux-la-Pape 69140 ,2020,,https://www.csxrillieux.asso.fr/,Centre Social,,Lieu
46.2117015,5.2309527,2,Centre socioculturel La Grande Reyssouze,"Les centres sociaux de Bourg-en-Bresse sont des lieux de proximité à vocation globale, familiale et intergénérationnelle, qui accueillent toute la population en veillant à la mixité sociale.",,Ain,12 place Alexandre Dumas,Bourg-en-Bresse,01000,12 place Alexandre Dumas Bourg-en-Bresse 01000 ,,2016,https://www.bourgenbresse.fr/annuaire/350/244-centre-socioculturel-de-la-grande-reyssouze.htm,Centre social,,Lieu
45.6962522,4.870286,2,Centres Sociaux des Minguettes,"En plus de leur action de maintien du lien social à l'échelle locale, les Centres Sociaux des Minguettes accueillent des événements de la biennale Traces.",Education & Educ pop,Rhône,5 rue Aristide Bruant,Vénissieux,69200,5 rue Aristide Bruant Vénissieux 69200 ,,2018,https://csxminguettes.fr/,,,Centre Social/MJC/Regie
45.7698814,3.0936295,2,CERDI Centre d'Etudes et de Recherches sur le Développement International,"Économistes, chercheurs du CNRS, de l’IRD et enseignants-chercheurs. Étude des processus de développement international : financement du développement, trajectoires de développement durable et intégration des pays en développement dans l’économie mondiale.",,Auvergne,26 avenue Léon-Blum,Clermont-Ferrand,63000,26 avenue Léon-Blum Clermont-Ferrand 63000 ,,,https://cerdi.uca.fr/cerdi-uca-fr/accueil-cerdi-25175.kjsp#/admin,,,
45.779221,4.878559,2,Cie anda jaleo,"Compagnie théâtrale. Témoignages et récits de vie, thèmes d'actualité. Thématiques de l'identité, de l'exil, de l'immigration, et de l'égalité femmes-hommes.",Artistes,Rhône,39 rue Georges Courteline,Villeurbanne,69100,39 rue Georges Courteline Villeurbanne 69100 ,,,http://andajaleo.org/fr/les-spectacles,Compagnie,,Compagnie
